ID;Expedition;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Delay_or_OnTime_Y.N;Province_Code;
1310;JNE;Ship;4;3;2829708;3;low;F;287280;3617;1;3;
1311;SiCepat;Ship;6;2;2039688;3;low;F;775656;1332;1;23;
1312;TIKI;Ship;3;4;2312604;3;low;F;359100;1048;1;1;
1313;J&T;Ship;2;2;1996596;3;medium;F;330372;1283;1;12;
1314;JNE;Ship;2;5;2671704;2;low;M;244188;3896;1;19;
1315;Ninja Express;Ship;5;3;2729160;3;low;M;746928;2611;1;9;
1316;JNE;Ship;5;3;2671704;4;low;M;330372;3981;1;30;
1317;SiCepat;Ship;3;2;2599884;3;low;F;416556;2164;1;9;
1318;TIKI;Ship;4;4;1594404;6;low;M;114912;1145;1;31;
1319;J&T;Ship;2;3;2283876;3;medium;M;890568;1124;1;25;
1320;JNE;Ship;4;3;2944620;3;medium;F;632016;2291;1;27;
1321;Ninja Express;Ship;5;1;1924776;3;high;F;172368;1775;1;29;
1322;JNE;Ship;3;1;2743524;3;low;F;57456;3947;1;7;
1323;SiCepat;Ship;2;3;2025324;2;medium;F;402192;1624;1;18;
1324;TIKI;Ship;5;1;3231900;2;medium;M;445284;3454;1;34;
1325;J&T;Ship;3;5;2456244;3;medium;F;344736;1300;1;4;
1326;JNE;Ship;4;3;4108104;5;low;M;531468;2938;1;27;
1327;Ninja Express;Ship;3;1;3662820;5;low;F;14364;2713;1;30;
1328;JNE;Ship;4;5;1623132;6;medium;M;359100;1538;1;30;
1329;SiCepat;Ship;5;1;2887164;3;medium;F;933660;2488;1;7;
1330;TIKI;Ship;3;1;2642976;3;medium;F;703836;2823;1;20;
1331;J&T;Ship;3;1;2858436;2;medium;F;258552;3346;1;24;
1332;JNE;Ship;4;4;3662820;2;medium;M;416556;2267;1;30;
1333;Ninja Express;Ship;4;5;3863916;4;medium;M;861840;3456;1;33;
1334;JNE;Ship;5;5;3734640;2;low;F;330372;3065;1;4;
1335;SiCepat;Ship;3;1;2844072;4;medium;F;632016;2848;1;19;
1336;TIKI;Ship;4;2;3677184;2;medium;M;143640;3128;1;29;
1337;J&T;Ship;3;1;2010960;4;low;M;387828;1184;1;19;
1338;JNE;Ship;3;4;2370060;4;medium;F;100548;1627;1;29;
1339;Ninja Express;Ship;3;3;2068416;3;low;M;14364;1274;1;23;
1340;JNE;Ship;2;2;3447360;3;low;M;761292;2980;1;9;
1341;SiCepat;Ship;4;2;2628612;4;low;M;215460;3632;1;14;
1342;TIKI;Ship;5;3;2887164;2;low;M;57456;3757;1;12;
1343;J&T;Ship;4;4;3102624;2;medium;F;86184;3255;1;23;
1344;JNE;Road;4;5;3131352;3;low;M;359100;2682;1;11;
1345;Ninja Express;Road;3;4;2111508;3;low;F;28728;1307;1;3;
1346;JNE;Road;3;5;3792096;2;medium;F;14364;3947;1;30;
1347;SiCepat;Road;4;4;2082780;3;low;F;617652;1651;1;1;
1348;TIKI;Road;3;5;3792096;6;low;M;430920;2751;1;3;
1349;J&T;Road;4;5;3634092;2;medium;F;617652;2589;1;8;
1350;JNE;Road;2;4;3691548;6;low;M;71820;3986;1;24;
1351;Ninja Express;Road;4;1;2901528;3;high;M;847476;2563;1;7;
1352;JNE;Road;5;5;3519180;4;medium;F;172368;2225;1;21;
1353;SiCepat;Road;4;1;2326968;2;low;F;675108;1540;1;1;
1354;TIKI;Road;3;2;2269512;3;medium;F;560196;1512;1;9;
1355;J&T;Road;3;1;2614248;3;medium;F;574560;3536;1;26;
1356;JNE;Road;3;4;3131352;3;medium;F;57456;3534;1;24;
1357;Ninja Express;Road;4;5;2887164;3;medium;M;588924;3563;1;32;
1358;JNE;Road;5;1;2642976;4;medium;F;545832;2232;1;28;
1359;SiCepat;Road;4;1;3461724;3;medium;F;876204;3812;1;7;
1360;TIKI;Road;5;5;3777732;2;medium;M;847476;3238;1;12;
1361;J&T;Road;5;5;3303720;2;medium;F;517104;3381;1;30;
1362;JNE;Road;3;4;3447360;3;low;F;402192;2356;1;23;
1363;Ninja Express;Road;4;5;3346812;3;medium;F;617652;3856;1;12;
1364;JNE;Road;4;3;3404268;2;medium;M;316008;2912;1;4;
1365;SiCepat;Road;5;4;2068416;3;low;F;847476;1178;1;33;
1366;TIKI;Flight;3;1;2398788;3;low;M;14364;1252;1;14;
1367;J&T;Flight;4;5;1982232;3;low;F;919296;1708;1;7;
1368;JNE;Flight;5;3;2370060;2;medium;M;732564;1429;1;7;
1369;Ninja Express;Flight;4;3;3547908;4;low;F;272916;3838;1;4;
1370;JNE;Flight;3;2;2183328;6;low;F;100548;1674;1;12;
1371;SiCepat;Flight;5;3;2858436;4;low;F;344736;3473;1;34;
1372;TIKI;Flight;5;4;3849552;3;medium;M;86184;2206;1;33;
1373;J&T;Flight;4;5;2154600;2;low;F;430920;1782;1;33;
1374;JNE;Flight;5;5;2729160;4;medium;F;675108;3644;1;27;
1375;Ninja Express;Flight;4;3;2197692;4;low;M;517104;1171;1;13;
1376;JNE;Flight;4;2;2657340;3;low;M;387828;3410;1;33;
1377;SiCepat;Flight;5;1;3935736;3;medium;M;833112;2098;1;20;
1378;TIKI;Flight;4;3;3705912;2;high;M;158004;2252;1;1;
1379;J&T;Flight;3;1;1580040;3;low;F;775656;1155;1;25;
1380;JNE;Flight;3;5;3447360;6;low;M;301644;3559;1;28;
1381;Ninja Express;Flight;6;5;1694952;2;low;F;86184;1726;1;31;
1382;JNE;Flight;3;2;3490452;2;low;F;545832;3850;1;18;
1383;SiCepat;Flight;6;2;3231900;6;low;M;632016;2057;1;11;
1384;TIKI;Flight;3;2;3418632;4;medium;F;703836;3179;1;5;
1385;J&T;Flight;4;4;1824228;5;low;F;229824;1955;1;18;
1386;JNE;Flight;3;5;2384424;2;low;M;646380;1665;1;5;
1387;Ninja Express;Flight;3;1;2585520;3;low;F;416556;1414;1;4;
1388;JNE;Ship;4;4;2312604;2;medium;M;847476;1941;1;14;
1389;SiCepat;Ship;5;1;3303720;3;low;F;617652;2994;1;2;
1390;TIKI;Ship;5;3;2398788;3;low;F;732564;1573;1;28;
1391;J&T;Ship;4;5;2671704;3;low;F;229824;2693;1;16;
1392;JNE;Ship;4;4;2154600;3;high;M;129276;1620;1;26;
1393;Ninja Express;Ship;4;1;3634092;7;medium;M;531468;2955;1;21;
1394;JNE;Ship;5;2;3432996;2;medium;F;847476;2897;1;26;
1395;SiCepat;Ship;6;2;4223016;4;low;M;818748;1265;1;4;
1396;TIKI;Ship;4;2;2269512;4;low;F;646380;1758;1;18;
1397;J&T;Ship;6;3;1939140;5;low;F;287280;1266;1;26;
1398;JNE;Ship;4;2;3418632;3;low;F;402192;1040;1;30;
1399;Ninja Express;Ship;6;3;3059532;3;low;M;244188;1656;1;31;
1400;JNE;Ship;5;2;2370060;2;medium;F;258552;1918;1;27;
1401;SiCepat;Ship;4;3;3547908;4;low;M;229824;2362;1;33;
1402;TIKI;Ship;3;5;2183328;6;low;F;459648;1158;1;1;
1403;J&T;Ship;5;4;2858436;4;low;M;344736;3443;1;14;
1404;JNE;Ship;5;2;3849552;3;medium;F;588924;3716;1;21;
1405;Ninja Express;Ship;4;3;2154600;2;low;M;732564;1491;1;21;
1406;JNE;Ship;5;1;2729160;4;medium;M;344736;3446;1;30;
1407;SiCepat;Ship;4;1;2197692;4;low;M;100548;1130;1;20;
1408;TIKI;Ship;4;4;2657340;3;low;M;186732;2080;1;2;
1409;J&T;Ship;5;3;3935736;3;medium;F;775656;2905;1;7;
1410;JNE;Ship;4;5;3705912;2;high;M;71820;3512;1;20;
1411;Ninja Express;Ship;3;4;1580040;3;low;F;790020;1281;1;21;
1412;JNE;Ship;3;2;3447360;6;low;F;373464;2683;1;32;
1413;SiCepat;Ship;6;2;1694952;2;low;F;28728;1744;1;1;
1414;TIKI;Ship;3;4;3490452;2;low;F;201096;3693;1;14;
1415;J&T;Ship;6;5;3231900;6;low;F;790020;2052;1;30;
1416;JNE;Ship;3;3;3418632;4;medium;M;818748;3537;1;17;
1417;Ninja Express;Ship;4;3;1824228;5;low;F;71820;1205;1;16;
1418;JNE;Ship;3;3;2384424;2;low;F;646380;1791;1;22;
1419;SiCepat;Ship;3;5;2585520;3;low;M;86184;1228;1;27;
1420;TIKI;Ship;4;5;2312604;2;medium;M;790020;1457;1;18;
1421;J&T;Ship;5;4;3303720;3;low;F;560196;3989;1;5;
1422;JNE;Ship;5;5;2398788;3;low;F;761292;1564;1;14;
1423;Ninja Express;Ship;4;3;2671704;3;low;F;359100;3851;1;25;
1424;JNE;Ship;4;2;2154600;3;high;F;459648;1689;1;24;
1425;SiCepat;Ship;4;5;3634092;7;medium;F;158004;3825;1;13;
1426;TIKI;Ship;5;2;3432996;2;medium;F;215460;2471;1;14;
1427;J&T;Ship;6;3;4223016;4;low;M;746928;1667;1;17;
1428;JNE;Ship;4;5;2269512;4;low;F;57456;1595;1;13;
1429;Ninja Express;Ship;6;2;1939140;5;low;M;373464;1585;1;24;
1430;JNE;Ship;4;5;3418632;3;low;M;129276;1724;1;24;
1431;SiCepat;Ship;6;2;3806460;3;low;M;43092;1904;1;28;
1432;TIKI;Ship;5;5;2585520;5;medium;M;502740;1725;1;33;
1433;J&T;Ship;7;2;3289356;3;low;F;617652;1793;1;2;
1434;JNE;Ship;3;2;2528064;3;low;M;732564;1297;1;3;
1435;Ninja Express;Ship;3;5;2470608;2;medium;M;861840;1840;1;11;
1436;JNE;Ship;6;5;1436400;4;medium;F;43092;1440;1;25;
1437;SiCepat;Ship;4;3;2039688;6;low;M;86184;1459;1;34;
1438;TIKI;Ship;4;3;2197692;3;medium;M;28728;1095;1;8;
1439;J&T;Ship;3;4;2298240;4;low;F;804384;1408;1;14;
1440;JNE;Ship;4;3;3116988;3;medium;F;229824;3444;1;34;
1441;Ninja Express;Ship;3;2;3921372;3;low;M;588924;3464;1;19;
1442;JNE;Ship;3;4;1910412;3;low;M;244188;1187;1;26;
1443;SiCepat;Ship;3;4;2226420;4;low;M;775656;1885;1;26;
1444;TIKI;Ship;5;3;2642976;4;medium;F;28728;3798;1;33;
1445;J&T;Ship;5;5;3303720;3;medium;M;617652;3609;1;19;
1446;JNE;Ship;3;4;3648456;3;high;M;761292;3538;1;2;
1447;Ninja Express;Ship;4;5;1551312;6;medium;M;660744;1882;1;16;
1448;JNE;Ship;4;4;2212056;3;low;M;746928;1367;1;8;
1449;SiCepat;Ship;5;3;2542428;3;low;F;14364;1916;1;31;
1450;TIKI;Ship;3;3;2326968;2;medium;M;933660;1184;1;3;
1451;J&T;Ship;3;4;4093740;6;low;F;387828;2249;1;32;
1452;JNE;Ship;3;2;3691548;3;low;F;86184;3620;1;2;
1453;Ninja Express;Ship;4;5;2054052;3;low;F;689472;1922;1;11;
1454;JNE;Ship;6;3;3203172;6;medium;M;416556;2980;1;20;
1455;SiCepat;Ship;3;5;3303720;2;low;M;387828;3840;1;21;
1456;TIKI;Ship;4;5;3461724;4;medium;M;833112;2874;1;34;
1457;J&T;Ship;3;5;2240784;3;medium;M;632016;1424;1;15;
1458;JNE;Ship;4;4;3332448;4;low;M;387828;3436;1;6;
1459;Ninja Express;Ship;3;2;3318084;3;low;M;790020;3952;1;20;
1460;JNE;Ship;3;4;2628612;2;medium;F;746928;2078;1;24;
1461;SiCepat;Ship;4;1;3447360;3;low;M;718200;2430;1;31;
1462;TIKI;Ship;4;4;3131352;2;medium;M;387828;2824;1;1;
1463;J&T;Ship;5;1;3562272;3;low;M;531468;3830;1;31;
1464;JNE;Ship;4;3;2441880;2;medium;F;474012;1980;1;26;
1465;Ninja Express;Ship;3;2;3246264;3;low;M;158004;3708;1;27;
1466;JNE;Ship;4;3;3332448;3;low;M;158004;2624;1;27;
1467;SiCepat;Ship;4;1;2757888;3;low;F;215460;3460;1;30;
1468;TIKI;Ship;3;5;3591000;4;low;F;158004;3464;1;6;
1469;J&T;Ship;5;5;3217536;3;medium;F;689472;2298;1;28;
1470;JNE;Ship;3;3;2398788;3;medium;F;603288;1363;1;13;
1471;Ninja Express;Ship;2;3;1766772;2;medium;M;158004;1383;1;27;
1472;JNE;Ship;5;2;3490452;2;medium;F;57456;3681;1;24;
1473;SiCepat;Ship;4;3;3346812;2;low;F;646380;2732;1;11;
1474;TIKI;Ship;3;3;2887164;2;high;M;517104;3340;1;28;
1475;J&T;Ship;3;1;3303720;2;medium;F;258552;2832;1;6;
1476;JNE;Ship;4;3;3892644;3;low;M;847476;2996;1;3;
1477;Ninja Express;Ship;4;1;2283876;3;medium;M;186732;1445;1;22;
1478;JNE;Ship;3;3;3576636;3;low;M;790020;3375;1;18;
1479;SiCepat;Ship;3;4;1967868;3;medium;F;244188;1212;1;2;
1480;TIKI;Ship;3;5;3231900;3;medium;M;114912;3813;1;20;
1481;J&T;Road;4;1;3246264;3;low;F;402192;2211;1;10;
1482;JNE;Road;4;4;2499336;3;low;M;703836;1141;1;8;
1483;Ninja Express;Road;5;2;3792096;5;low;F;387828;3118;1;3;
1484;JNE;Road;4;4;2168964;3;medium;F;86184;1930;1;33;
1485;SiCepat;Road;3;1;2585520;2;low;F;933660;1321;1;16;
1486;TIKI;Road;3;4;2140236;2;medium;F;531468;1080;1;25;
1487;J&T;Road;3;1;3002076;3;low;F;287280;3181;1;26;
1488;JNE;Road;6;1;3145716;6;low;F;143640;2385;1;23;
1489;Ninja Express;Road;4;3;2355696;3;low;M;402192;1880;1;33;
1490;JNE;Road;3;1;3849552;3;medium;M;43092;3040;1;14;
1491;SiCepat;Road;4;4;2930256;4;medium;F;502740;2513;1;1;
1492;TIKI;Road;5;5;3246264;3;medium;M;330372;2626;1;23;
1493;J&T;Road;5;1;1508220;5;low;M;14364;1101;1;28;
1494;JNE;Road;4;5;2197692;3;low;M;143640;1183;1;22;
1495;Ninja Express;Road;3;5;2757888;2;medium;F;71820;2339;1;4;
1496;JNE;Road;4;3;2858436;2;low;F;402192;2607;1;19;
1497;SiCepat;Road;5;2;2240784;4;medium;M;560196;1204;1;30;
1498;TIKI;Road;3;2;2585520;2;low;M;761292;1853;1;19;
1499;J&T;Road;4;5;2326968;2;medium;M;890568;1650;1;9;
1500;JNE;Road;5;5;4079376;6;low;M;129276;3912;1;7;
1501;Ninja Express;Road;4;1;3892644;2;high;M;474012;3269;1;17;
1502;JNE;Road;3;1;3863916;2;medium;M;545832;2195;1;10;
1503;SiCepat;Flight;3;4;1939140;3;low;M;158004;1740;1;7;
1504;TIKI;Flight;5;2;2872800;2;low;F;28728;2075;1;8;
1505;J&T;Flight;5;2;2958984;6;medium;M;330372;2016;1;9;
1506;JNE;Flight;4;2;3289356;4;low;F;459648;3518;1;32;
1507;Ninja Express;Flight;5;3;3835188;3;low;M;689472;3393;1;31;
1508;JNE;Flight;4;1;1939140;2;medium;F;919296;1471;1;34;
1509;SiCepat;Flight;4;5;3720276;2;medium;M;215460;2381;1;26;
1510;TIKI;Flight;3;3;3203172;2;medium;M;430920;3622;1;5;
1511;J&T;Flight;3;4;3519180;4;low;M;287280;2534;1;19;
1512;JNE;Flight;4;4;2973348;3;low;M;287280;2637;1;26;
1513;Ninja Express;Flight;5;3;2456244;3;medium;M;890568;1304;1;16;
1514;JNE;Flight;3;5;1867320;5;low;F;387828;1891;1;2;
1515;SiCepat;Flight;3;2;3461724;3;medium;F;861840;3922;1;6;
1516;TIKI;Flight;4;4;3749004;3;low;F;474012;3678;1;18;
1517;J&T;Flight;3;5;2614248;3;medium;M;488376;3595;1;5;
1518;JNE;Flight;3;2;3878280;4;high;M;416556;3768;1;30;
1519;Ninja Express;Flight;3;5;2255148;4;medium;M;373464;1969;1;25;
1520;JNE;Flight;3;3;2470608;4;low;F;474012;1989;1;13;
1521;SiCepat;Flight;3;3;2944620;2;medium;F;28728;2910;1;20;
1522;TIKI;Flight;4;5;3849552;3;medium;M;100548;3622;1;22;
1523;J&T;Flight;3;1;2240784;3;medium;F;14364;1517;1;3;
1524;JNE;Flight;3;5;2901528;2;low;F;57456;3372;1;2;
1525;Ninja Express;Ship;3;1;3576636;3;low;F;617652;3277;1;14;
1526;JNE;Ship;3;2;2025324;3;medium;F;588924;1801;1;8;
1527;SiCepat;Ship;3;1;3303720;2;medium;M;402192;3646;1;9;
1528;TIKI;Ship;5;5;3289356;2;medium;F;847476;3844;1;7;
1529;J&T;Ship;4;5;2097144;4;low;F;359100;1606;1;26;
1530;JNE;Ship;3;3;2326968;2;low;F;373464;1659;1;22;
1531;Ninja Express;Ship;5;2;3461724;3;low;M;560196;3743;1;31;
1532;JNE;Ship;3;4;3892644;2;low;M;201096;2163;1;12;
1533;SiCepat;Ship;3;5;2384424;3;high;F;445284;1117;1;17;
1534;TIKI;Ship;3;1;2456244;3;medium;M;402192;1075;1;4;
1535;J&T;Ship;3;5;2427516;2;low;F;287280;1021;1;29;
1536;JNE;Ship;3;1;1967868;3;low;M;675108;1611;1;27;
1537;Ninja Express;Ship;3;4;3030804;3;low;M;804384;3654;1;22;
1538;JNE;Ship;4;5;2456244;3;medium;F;28728;1114;1;11;
1539;SiCepat;Ship;4;4;2039688;4;medium;M;28728;1461;1;33;
1540;TIKI;Ship;3;2;2642976;4;medium;F;143640;2972;1;23;
1541;J&T;Ship;6;5;1594404;6;high;F;402192;1216;1;26;
1542;JNE;Ship;2;5;3993192;4;low;M;488376;3416;1;6;
1543;Ninja Express;Ship;3;5;2298240;2;medium;F;588924;1495;1;27;
1544;JNE;Ship;3;4;3045168;2;medium;F;804384;3976;1;15;
1545;SiCepat;Ship;3;5;2513700;2;low;M;847476;1051;1;13;
1546;TIKI;Ship;4;3;3605364;3;medium;F;660744;2632;1;32;
1547;J&T;Ship;3;3;2944620;2;low;F;215460;3231;1;34;
1548;JNE;Ship;5;5;2341332;3;low;M;775656;1536;1;6;
1549;Ninja Express;Ship;4;1;3907008;2;low;M;387828;2030;1;29;
1550;JNE;Ship;4;1;1924776;3;medium;F;531468;1818;1;3;
1551;SiCepat;Ship;5;5;3720276;2;medium;M;904932;2583;1;27;
1552;TIKI;Ship;3;3;3533544;3;medium;F;646380;3945;1;6;
1553;J&T;Ship;4;1;3030804;2;medium;F;632016;3099;1;5;
1554;JNE;Ship;4;2;2729160;2;medium;F;86184;3595;1;5;
1555;Ninja Express;Ship;4;5;3346812;5;medium;F;632016;2648;1;9;
1556;JNE;Ship;5;4;2858436;2;high;F;287280;2553;1;18;
1557;SiCepat;Ship;5;2;2743524;3;high;F;746928;2028;1;25;
1558;TIKI;Ship;4;1;2125872;3;low;M;430920;1731;1;8;
1559;J&T;Ship;2;5;2542428;6;medium;F;588924;1772;1;25;
1560;JNE;Ship;3;1;2456244;2;low;M;14364;1629;1;2;
1561;Ninja Express;Ship;3;3;3404268;3;medium;M;818748;3761;1;11;
1562;JNE;Ship;4;4;3806460;3;medium;F;675108;3307;1;27;
1563;SiCepat;Ship;4;2;1953504;2;medium;M;272916;1387;1;11;
1564;TIKI;Ship;3;1;2082780;2;high;M;359100;1851;1;21;
1565;J&T;Ship;4;1;3418632;2;low;F;43092;2241;1;22;
1566;JNE;Ship;4;4;3016440;3;medium;F;201096;3666;1;4;
1567;Ninja Express;Ship;5;1;2283876;4;low;M;545832;1277;1;17;
1568;JNE;Ship;4;1;3332448;2;medium;F;373464;3300;1;13;
1569;SiCepat;Ship;3;2;2499336;3;low;M;57456;1337;1;20;
1570;TIKI;Ship;5;1;1852956;5;medium;M;502740;1458;1;7;
1571;J&T;Ship;3;3;2887164;4;medium;M;100548;2299;1;12;
1572;JNE;Ship;5;2;2168964;4;low;M;172368;1145;1;34;
1573;Ninja Express;Ship;2;1;3619728;3;low;F;172368;2800;1;30;
1574;JNE;Ship;5;3;2240784;3;medium;M;833112;1218;1;10;
1575;SiCepat;Ship;6;3;3088260;5;low;M;186732;3899;1;6;
1576;TIKI;Ship;4;4;2197692;3;low;M;186732;1402;1;19;
1577;J&T;Ship;5;1;3749004;3;low;M;359100;3494;1;15;
1578;JNE;Ship;5;4;3777732;3;medium;M;876204;2606;1;29;
1579;Ninja Express;Ship;5;4;2197692;6;medium;M;502740;1082;1;4;
1580;JNE;Ship;3;5;1967868;3;high;F;402192;1815;1;14;
1581;SiCepat;Ship;3;5;3878280;5;low;M;445284;3737;1;19;
1582;TIKI;Ship;5;1;2398788;2;low;M;890568;1884;1;20;
1583;J&T;Ship;3;3;2054052;3;low;M;919296;1630;1;33;
1584;JNE;Ship;5;5;3073896;3;low;F;445284;2033;1;9;
1585;Ninja Express;Ship;2;2;2614248;2;medium;F;201096;3751;1;19;
1586;JNE;Ship;3;5;3361176;2;high;M;57456;2701;1;17;
1587;SiCepat;Ship;4;5;2599884;2;medium;M;847476;2239;1;33;
1588;TIKI;Ship;2;4;2326968;3;low;F;488376;1558;1;31;
1589;J&T;Ship;5;4;2657340;4;medium;M;445284;3565;1;5;
1590;JNE;Ship;4;2;2858436;2;medium;F;57456;3351;1;31;
1591;Ninja Express;Ship;4;1;3907008;3;medium;M;703836;2803;1;12;
1592;JNE;Ship;5;3;3619728;2;low;M;158004;3036;1;8;
1593;SiCepat;Ship;4;5;2240784;3;low;F;28728;1127;1;13;
1594;TIKI;Ship;4;2;2484972;3;medium;F;904932;1220;1;3;
1595;J&T;Ship;3;2;2125872;4;medium;F;545832;1322;1;5;
1596;JNE;Ship;4;3;2269512;3;medium;F;387828;1207;1;15;
1597;Ninja Express;Ship;5;2;3749004;3;low;M;890568;3352;1;19;
1598;JNE;Ship;2;4;1508220;2;medium;M;775656;1707;1;8;
1599;SiCepat;Ship;3;5;2772252;3;high;F;818748;3364;1;20;
1600;TIKI;Ship;3;3;2844072;3;low;M;703836;2446;1;15;
1601;J&T;Ship;4;5;3059532;3;medium;F;603288;3121;1;26;
1602;JNE;Ship;4;1;3504816;3;low;M;847476;3073;1;7;
1603;Ninja Express;Ship;6;4;3461724;6;high;F;876204;2806;1;25;
1604;JNE;Ship;4;5;3993192;6;low;M;57456;3909;1;20;
1605;SiCepat;Ship;2;2;2082780;2;low;M;14364;1126;1;34;
1606;TIKI;Ship;5;2;2010960;4;high;M;833112;1175;1;17;
1607;J&T;Ship;4;4;3002076;3;medium;M;531468;3026;1;9;
1608;JNE;Ship;3;3;3346812;3;medium;M;502740;2204;1;31;
1609;Ninja Express;Ship;3;1;3260628;3;medium;M;746928;3336;1;19;
1610;JNE;Ship;5;1;3705912;2;medium;F;316008;3713;1;19;
1611;SiCepat;Ship;5;4;3720276;3;low;F;545832;3720;1;2;
1612;TIKI;Ship;3;5;2197692;2;low;F;632016;1585;1;3;
1613;J&T;Ship;3;5;2599884;3;medium;M;316008;3575;1;26;
1614;JNE;Ship;4;4;2054052;8;medium;F;560196;1345;1;18;
1615;Ninja Express;Ship;5;2;1594404;5;medium;M;43092;1711;1;23;
1616;JNE;Ship;4;5;2844072;2;medium;M;732564;2820;1;5;
1617;SiCepat;Ship;3;4;1738044;3;low;F;904932;1611;1;1;
1618;TIKI;Road;3;2;2930256;3;medium;M;689472;2792;1;20;
1619;J&T;Road;4;4;2915892;5;low;M;517104;3912;1;6;
1620;JNE;Road;4;1;2398788;3;low;F;143640;1616;1;26;
1621;Ninja Express;Road;4;1;3878280;3;medium;F;919296;2406;1;29;
1622;JNE;Road;5;2;3734640;2;high;M;833112;2018;1;2;
1623;SiCepat;Road;3;1;2585520;3;high;F;301644;1047;1;9;
1624;TIKI;Road;3;4;2255148;2;medium;M;172368;1694;1;21;
1625;J&T;Road;3;3;2240784;6;low;M;646380;1602;1;22;
1626;JNE;Road;4;4;3389904;7;medium;M;890568;2280;1;15;
1627;Ninja Express;Road;5;2;3447360;7;medium;F;818748;2708;1;17;
1628;JNE;Road;4;2;1493856;7;medium;F;660744;1438;1;13;
1629;SiCepat;Road;4;2;2010960;3;medium;F;703836;1820;1;20;
1630;TIKI;Road;3;2;2154600;3;medium;M;416556;1354;1;33;
1631;J&T;Road;6;2;4108104;7;medium;F;933660;3362;1;12;
1632;JNE;Road;5;5;3217536;8;low;F;703836;3282;1;19;
1633;Ninja Express;Road;3;4;2930256;3;low;F;703836;3225;1;1;
1634;JNE;Road;5;2;3820824;7;low;F;172368;2056;1;10;
1635;SiCepat;Road;6;3;3461724;6;high;F;114912;3878;1;13;
1636;TIKI;Road;4;2;3993192;6;low;F;517104;2330;1;5;
1637;J&T;Road;2;1;2082780;2;low;F;703836;1177;1;11;
1638;JNE;Road;5;4;2010960;4;high;F;71820;1130;1;15;
1639;Ninja Express;Road;4;4;3002076;3;medium;F;746928;2740;1;34;
1640;JNE;Flight;3;1;3346812;3;medium;M;14364;2744;1;9;
1641;SiCepat;Flight;3;2;3260628;3;medium;M;301644;2351;1;30;
1642;TIKI;Flight;5;4;3705912;2;medium;F;344736;2878;1;25;
1643;J&T;Flight;5;3;3720276;3;low;F;646380;3335;1;28;
1644;JNE;Flight;3;3;2197692;2;low;F;560196;1328;1;22;
1645;Ninja Express;Flight;3;2;2599884;3;medium;M;646380;3786;1;20;
1646;JNE;Flight;4;4;2054052;8;medium;M;172368;1326;1;1;
1647;SiCepat;Flight;5;4;1594404;5;medium;F;603288;1587;1;31;
1648;TIKI;Flight;4;4;2844072;2;medium;M;919296;3787;1;19;
1649;J&T;Flight;3;5;1738044;3;low;F;143640;1701;1;22;
1650;JNE;Flight;3;4;2930256;3;medium;F;387828;2772;1;6;
1651;Ninja Express;Flight;4;2;2915892;5;low;F;287280;3098;1;30;
1652;JNE;Flight;4;1;2398788;3;low;F;818748;1782;1;21;
1653;SiCepat;Flight;4;5;3878280;3;medium;M;287280;3185;1;22;
1654;TIKI;Flight;5;3;3734640;2;high;F;904932;2715;1;16;
1655;J&T;Flight;3;3;2585520;3;high;F;804384;1684;1;26;
1656;JNE;Flight;3;3;2255148;2;medium;F;890568;1366;1;33;
1657;Ninja Express;Flight;3;5;2240784;6;low;M;933660;1308;1;1;
1658;JNE;Flight;4;5;3389904;7;medium;F;632016;3808;1;22;
1659;SiCepat;Flight;5;2;3447360;7;medium;F;675108;2174;1;5;
1660;TIKI;Flight;4;1;1493856;7;medium;F;746928;1083;1;18;
1661;J&T;Flight;4;4;2010960;3;medium;F;57456;1467;1;31;
1662;JNE;Ship;3;2;2154600;3;medium;F;57456;1910;1;16;
1663;Ninja Express;Ship;6;1;4108104;7;medium;F;100548;2338;1;24;
1664;JNE;Ship;5;5;3217536;8;low;F;689472;2627;1;2;
1665;SiCepat;Ship;3;5;2930256;3;low;F;646380;2513;1;28;
1666;TIKI;Ship;5;2;3820824;7;low;M;574560;2304;1;20;
1667;J&T;Ship;4;5;3849552;3;low;F;847476;2083;1;11;
1668;JNE;Ship;4;5;3835188;4;low;M;287280;3132;1;7;
1669;Ninja Express;Ship;3;5;3203172;4;low;F;660744;3938;1;3;
1670;JNE;Ship;5;5;2355696;5;low;M;746928;1644;1;4;
1671;SiCepat;Ship;4;2;3002076;4;low;F;143640;3370;1;22;
1672;TIKI;Ship;3;2;2757888;3;low;F;272916;3183;1;32;
1673;J&T;Ship;3;2;3734640;3;medium;M;746928;2874;1;9;
1674;JNE;Ship;2;1;1967868;5;medium;F;43092;1037;1;24;
1675;Ninja Express;Ship;3;3;3835188;2;low;M;258552;2435;1;15;
1676;JNE;Ship;3;3;1594404;3;medium;M;775656;1712;1;27;
1677;SiCepat;Ship;3;4;3447360;2;medium;F;28728;3729;1;31;
1678;TIKI;Ship;5;1;3361176;3;medium;M;574560;3340;1;22;
1679;J&T;Ship;4;2;2729160;2;medium;M;531468;2563;1;3;
1680;JNE;Ship;5;2;3806460;2;high;M;344736;2415;1;17;
1681;Ninja Express;Ship;3;4;2714796;3;medium;F;531468;3492;1;2;
